X1	Y1	ProbId1	X2	Y2	ProbId2	X3	Y3	ProbId3	X4	Y4	ProbId4	X5	Y5	ProbId5	X6	Y6	ProbId6	X7	Y7	ProbId7	X8	Y8	ProbId8	
606.13	497.45	1	640.48	450.59	0.98052	676.96	440.19	0.76694	955.54	199.88	0.99959	1296.8	647.82	1	1264.3	751.26	1	1120.4	294.38	1	1050.9	603.28	1
604.61	496.44	1	645.45	450.94	0.98052	675.52	446.19	0.76694	960.9	198.47	0.99959	1298.4	642.41	1	1257.9	759.3	1	1112.2	288.83	1	1049.8	600.96	1
602.18	494.63	1	650.94	452.12	0.98052	675.13	450.52	0.76694	963.08	198.96	0.99959	1299.5	637.87	1	1252.3	766.45	1	1104.9	284.01	1	1048.5	597.96	1
600.53	493.76	1	655.06	453.14	0.98052	675.42	458	0.76694	968.19	199.33	0.99959	1300.9	633.15	1	1247.2	773.16	1	1099.6	280.66	1	1047.7	596.71	1
599.04	492.66	1	659.61	454.29	0.98052	679.49	466.87	0.76694	975.28	198.15	0.99959	1302	629.27	1	1242.9	778.82	1	1089.6	275.34	1	1044.6	593.86	1
597.18	491.51	1	663.42	455.24	0.046928	683.58	476.82	0.65024	980.39	197.96	0.99959	1303	625.7	1	1239.4	783.52	1	1079.8	268.54	1	1039.2	589.12	1
596.17	490.48	1	667.73	456.22	1	687.33	484.95	1	984.83	198.25	0.99959	1303.3	623.21	1	1232.5	787.9	1	1069.6	262.42	1	1033.2	582.76	1
594.94	489.62	1	669.58	456.42	1	690.86	492.45	1	987.22	198.71	0.99959	1303.9	620.53	1	1220.5	788.96	1	1060.4	256.85	1	1028.7	578.22	1
593.27	488.19	1	673.06	457.23	1	694.64	500.08	1	990.97	199.9	0.99959	1306.1	613.04	1	1208.5	788.89	1	1052.9	251.96	1	1023.9	573.78	1
593.52	486.35	1	675.72	458.15	1	697.46	505.69	1	994.81	200.47	0.99959	1306.5	608.16	1	1202.1	779.45	1	1046	247.62	1	1019	569.25	1
593.99	483.22	1	677.4	458.62	1	700.25	511.11	1	999	200.74	0.99959	1307.7	600.72	1	1199.8	765.76	1	1038	243.89	1	1014.8	565.76	1
594.53	480.15	1	680.94	459.57	1	702.55	515.42	1	1003.3	202.02	0.99959	1309.1	593.53	1	1198.2	755.86	1	1022.8	237.74	1	1011	562.63	1
595.61	475.99	1	681.83	460.07	1	704.61	520.19	1	1008.9	203.36	0.99959	1310.2	587.71	1	1197.5	745.55	1	1010.5	232.91	1	1007.2	559.38	1
596.8	472.93	1	685.65	461.09	1	707.32	524.93	1	1012.2	203.91	0.99959	1311	581.93	1	1199.6	735.12	1	998.67	228.6	1	1004.6	557.3	1
597.82	470.54	1	686.55	461.45	1	709.18	528.87	1	1016.4	205.11	0.99959	1310.8	577.02	1	1209	724.14	1	988.35	224.92	1	998.27	554.31	1
598.34	468.18	1	689.46	462.44	1	710.79	532.38	1	1020.4	206.9	0.99959	1309.9	567.94	1	1216.2	714.15	1	979.39	221.63	1	991.54	553.38	1
599.07	466.47	1	690.52	462.69	1	713.11	536.84	1	1024.3	207.91	0.99959	1310.2	560.69	1	1222.6	706.05	1	969.96	219.66	1	981.2	550.64	1
599.9	464.03	1	693.33	463.75	1	713.25	540.95	1	1029	208.93	0.99959	1310.3	553.66	1	1231.7	695.37	1	958.69	215.53	1	973.19	549.8	1
600.28	463.1	1	694.79	463.95	1	712.89	550.84	1	1033.7	209.92	0.99959	1310.7	547.5	1	1237.7	688.26	1	950.89	214.46	1	965.61	548.89	1
600.68	462.15	1	695.61	464.48	1	712.96	559.6	1	1037.8	210.31	0.99959	1310.7	542.54	1	1243.5	681.52	1	941.27	212.61	1	958.62	548.19	1
601.72	459.81	1	697.07	464.93	1	712.33	569.26	1	1041.6	210.73	0.99959	1310.9	537.17	1	1249	675.26	1	935.71	212.09	1	951.73	547.33	1
602.94	458.32	1	699.51	467.9	1	712.28	575.56	1	1045.3	211.41	0.99959	1311	532.17	1	1254.4	669.21	1	924	213.09	1	945.65	546.72	1
606.59	455.23	1	701.69	471.93	1	712.02	581.61	1	1047.7	211.67	0.99959	1311	528.36	1	1258.8	664.32	1	914.35	212.82	1	940.96	546.23	1
